Career Cluster,Career Pathway,Code,Occupation
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-2032.00,Choreographers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1021.00,Commercial and Industrial Designers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,15-1131.00,Computer Programmers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1012.00,Craft Artists
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,25-4012.00,Curators
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-2031.00,Dancers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-4032.00,Film and Video Editors
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1024.00,Graphic Designers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,19-3093.00,Historians
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,11-9199.00,"Managers, All Other"
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-4099.00,"Media and Communication Equipment Workers, All Other"
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-3099.00,"Media and Communication Workers, All Other"
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1014.00,Multimedia Artists and Animators
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,25-4013.00,Museum Technicians and Conservators
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-4021.00,Photographers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-1027.00,Set and Exhibit Designers
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-4014.00,Sound Engineering Technicians
"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,27-2012.05,Technical Directors/Managers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4011.00,Audio and Video Equipment Technicians
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3021.00,Broadcast News Analysts
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4012.00,Broadcast Technicians
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,25-1122.00,"Communications Teachers, Postsecondary"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3043.04,Copy Writers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,23-2091.00,Court Reporters
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3041.00,Editors
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,25-1123.00,"English Language and Literature Teachers, Postsecondary"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4032.00,Film and Video Editors
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3099.00,"Media and Communication Workers, All Other"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4021.00,Photographers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3043.05,"Poets, Lyricists and Creative Writers"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,25-1199.00,"Postsecondary Teachers, All Other"
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.01,Producers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.00,Producers and Directors
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.03,Program Directors
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3012.00,Public Address System and Other Announcers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3011.00,Radio and Television Announcers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4013.00,Radio Operators
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3022.00,Reporters and Correspondents
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-4014.00,Sound Engineering Technicians
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.04,Talent Directors
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-2012.05,Technical Directors/Managers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3042.00,Technical Writers
"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,27-3043.00,Writers and Authors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2011.00,Actors
"Arts, Audio/Video Technology and Communications",Performing Arts,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-1019.00,"Artists and Related Workers, All Other"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2032.00,Choreographers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-1012.00,Craft Artists
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2031.00,Dancers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-1029.00,"Designers, All Other"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-4032.00,Film and Video Editors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
"Arts, Audio/Video Technology and Communications",Performing Arts,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
"Arts, Audio/Video Technology and Communications",Performing Arts,39-5091.00,"Makeup Artists, Theatrical and Performance"
"Arts, Audio/Video Technology and Communications",Performing Arts,11-9199.00,"Managers, All Other"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2041.04,Music Composers and Arrangers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2041.01,Music Directors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2041.00,Music Directors and Composers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2042.00,Musicians and Singers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2042.02,"Musicians, Instrumental"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-3043.05,"Poets, Lyricists and Creative Writers"
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.01,Producers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.00,Producers and Directors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.03,Program Directors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-3012.00,Public Address System and Other Announcers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-1027.00,Set and Exhibit Designers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2042.01,Singers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.04,Talent Directors
"Arts, Audio/Video Technology and Communications",Performing Arts,27-2012.05,Technical Directors/Managers
"Arts, Audio/Video Technology and Communications",Performing Arts,27-3043.00,Writers and Authors
"Arts, Audio/Video Technology and Communications",Printing Technology,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
"Arts, Audio/Video Technology and Communications",Printing Technology,27-1012.00,Craft Artists
"Arts, Audio/Video Technology and Communications",Printing Technology,43-9021.00,Data Entry Keyers
"Arts, Audio/Video Technology and Communications",Printing Technology,43-9031.00,Desktop Publishers
"Arts, Audio/Video Technology and Communications",Printing Technology,51-9194.00,Etchers and Engravers
"Arts, Audio/Video Technology and Communications",Printing Technology,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
"Arts, Audio/Video Technology and Communications",Printing Technology,27-1014.00,Multimedia Artists and Animators
"Arts, Audio/Video Technology and Communications",Printing Technology,51-5111.00,Prepress Technicians and Workers
"Arts, Audio/Video Technology and Communications",Printing Technology,51-5113.00,Print Binding and Finishing Workers
"Arts, Audio/Video Technology and Communications",Printing Technology,51-5112.00,Printing Press Operators
"Arts, Audio/Video Technology and Communications",Printing Technology,43-9081.00,Proofreaders and Copy Markers
"Arts, Audio/Video Technology and Communications",Telecommunications,27-4012.00,Broadcast Technicians
"Arts, Audio/Video Technology and Communications",Telecommunications,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
"Arts, Audio/Video Technology and Communications",Telecommunications,43-2099.00,"Communications Equipment Operators, All Other"
"Arts, Audio/Video Technology and Communications",Telecommunications,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
"Arts, Audio/Video Technology and Communications",Telecommunications,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
"Arts, Audio/Video Technology and Communications",Telecommunications,27-4032.00,Film and Video Editors
"Arts, Audio/Video Technology and Communications",Telecommunications,27-3099.00,"Media and Communication Workers, All Other"
"Arts, Audio/Video Technology and Communications",Telecommunications,49-2021.01,Radio Mechanics
"Arts, Audio/Video Technology and Communications",Telecommunications,27-4013.00,Radio Operators
"Arts, Audio/Video Technology and Communications",Telecommunications,27-4014.00,Sound Engineering Technicians
"Arts, Audio/Video Technology and Communications",Telecommunications,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
"Arts, Audio/Video Technology and Communications",Telecommunications,49-9052.00,Telecommunications Line Installers and Repairers
"Arts, Audio/Video Technology and Communications",Visual Arts,27-1011.00,Art Directors
"Arts, Audio/Video Technology and Communications",Visual Arts,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
"Arts, Audio/Video Technology and Communications",Visual Arts,27-1019.00,"Artists and Related Workers, All Other"
